"Path","InRepoA","InRepoB","A_FullPath","B_FullPath","A_LastWrite","B_LastWrite","A_Size","B_Size","A_Hash","B_Hash"
"forensic_suite_v2\eth_indexer\services\run_eth_indexer_v2.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\eth_indexer\services\run_eth_indexer_v2.py","C:\development\forensic_suite_v2\forensic_suite_v2\eth_indexer\services\run_eth_indexer_v2.py","24/02/2026 6:02:47 PM","24/02/2026 6:02:47 PM","1465","1465","402B1F767F0E9A55CE84CB34151755EB55010B059E3A999ACAE2098ED85C334D","402B1F767F0E9A55CE84CB34151755EB55010B059E3A999ACAE2098ED85C334D"
"forensic_suite_v2\gui\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\gui\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\gui\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\gui\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\gui\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\gui\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","196","196","A2D47AC09EF6BADFBFE96D1A6F3AE829C77EA7D139C98A64E3501CBF2CE235D6","A2D47AC09EF6BADFBFE96D1A6F3AE829C77EA7D139C98A64E3501CBF2CE235D6"
"forensic_suite_v2\gui\__pycache__\app.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\gui\__pycache__\app.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\gui\__pycache__\app.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","18567","18567","C6A64076752FB2BCA6684CCEAA7330C5D5D60CC78FD3FA19EF6A28E9D548DC80","C6A64076752FB2BCA6684CCEAA7330C5D5D60CC78FD3FA19EF6A28E9D548DC80"
"forensic_suite_v2\gui\app.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\gui\app.py","C:\development\forensic_suite_v2\forensic_suite_v2\gui\app.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","11433","11433","4A316D8CBD421A09DE32FCFD3AA1EFDA56FD73A6B31D7ADC491629FF171F406B","4A316D8CBD421A09DE32FCFD3AA1EFDA56FD73A6B31D7ADC491629FF171F406B"
"forensic_suite_v2\gui\icons\forensic.ico","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\gui\icons\forensic.ico","C:\development\forensic_suite_v2\forensic_suite_v2\gui\icons\forensic.ico","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","4325438","4325438","E5E0FB138FC4270A6A03BACC94D1108B8ABE85C0429D81AFC639F6F77B99E0B3","E5E0FB138FC4270A6A03BACC94D1108B8ABE85C0429D81AFC639F6F77B99E0B3"
"forensic_suite_v2\legacy\btc\run_btc_indexer_old.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\legacy\btc\run_btc_indexer_old.py","C:\development\forensic_suite_v2\forensic_suite_v2\legacy\btc\run_btc_indexer_old.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","9530","9530","2472792018E8539DD6501AB93E650E35874FD45F8537117E4A03EBBCDBC87759","2472792018E8539DD6501AB93E650E35874FD45F8537117E4A03EBBCDBC87759"
"forensic_suite_v2\legacy\eth\run_eth_indexer_old.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\legacy\eth\run_eth_indexer_old.py","C:\development\forensic_suite_v2\forensic_suite_v2\legacy\eth\run_eth_indexer_old.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","15626","15626","06F4FCA7F6F93369145CBB0F74D5CB9A03C53300C7DA0610A416C595E5B57D6F","06F4FCA7F6F93369145CBB0F74D5CB9A03C53300C7DA0610A416C595E5B57D6F"
"forensic_suite_v2\legacy\orchestrator_old.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\legacy\orchestrator_old.py","C:\development\forensic_suite_v2\forensic_suite_v2\legacy\orchestrator_old.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","5458","5458","79B8A17515064AB17FDFFC15DE7ACDF59F9081A8C1219942B7CDFFE595F682DB","79B8A17515064AB17FDFFC15DE7ACDF59F9081A8C1219942B7CDFFE595F682DB"
"forensic_suite_v2\legacy\tron\indexer_service_old.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\legacy\tron\indexer_service_old.py","C:\development\forensic_suite_v2\forensic_suite_v2\legacy\tron\indexer_service_old.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","1382","1382","3E4866DBF9CC2759CEA5D035882B348FB4A5B4AAF7F7CD78CEA061B8DBC49F57","3E4866DBF9CC2759CEA5D035882B348FB4A5B4AAF7F7CD78CEA061B8DBC49F57"
"forensic_suite_v2\legacy\tron\orchestrator_service_old.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\legacy\tron\orchestrator_service_old.py","C:\development\forensic_suite_v2\forensic_suite_v2\legacy\tron\orchestrator_service_old.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","1753","1753","47B22113DEC2BB1F79293A92A0ED112917F43D058B8A06650C8CD850CBA01C35","47B22113DEC2BB1F79293A92A0ED112917F43D058B8A06650C8CD850CBA01C35"
"forensic_suite_v2\legacy\tron\run_indexer_old.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\legacy\tron\run_indexer_old.py","C:\development\forensic_suite_v2\forensic_suite_v2\legacy\tron\run_indexer_old.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","16105","16105","7186468274BB68645B6AC00359C27A65A08EDD2D77B6B14820580B136CAFDD10","7186468274BB68645B6AC00359C27A65A08EDD2D77B6B14820580B136CAFDD10"
"forensic_suite_v2\legacy\tron\run_tron_indexer_old.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\legacy\tron\run_tron_indexer_old.py","C:\development\forensic_suite_v2\forensic_suite_v2\legacy\tron\run_tron_indexer_old.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","19931","19931","5D8CE070BF6ED805ABBC782CB2CB33139821A6CA41FD9B0EBA7CD750DD0CB068","5D8CE070BF6ED805ABBC782CB2CB33139821A6CA41FD9B0EBA7CD750DD0CB068"
"forensic_suite_v2\Makefile","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\Makefile","C:\development\forensic_suite_v2\forensic_suite_v2\Makefile","23/02/2026 12:32:44 PM","23/02/2026 12:32:44 PM","287","287","CF9BA9ED018DF8C3797A219D5A73E5480C9224218CD896FC689B65F91CCE60CF","CF9BA9ED018DF8C3797A219D5A73E5480C9224218CD896FC689B65F91CCE60CF"
"forensic_suite_v2\plugins\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\plugins\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","200","200","7CBC09D31976FEAA1339399DE6459FE8FF31E43D3D553823D4751E0E355F7CC1","7CBC09D31976FEAA1339399DE6459FE8FF31E43D3D553823D4751E0E355F7CC1"
"forensic_suite_v2\plugins\btc\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\btc\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\btc\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","29","29","3FB6770C870478CD18FBC0DABCB45A4678C5CADB75CA7EAAE7184BF29977B54F","3FB6770C870478CD18FBC0DABCB45A4678C5CADB75CA7EAAE7184BF29977B54F"
"forensic_suite_v2\plugins\btc\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\btc\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\btc\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","258","258","ADE2DF5684E15D99A43E0077B1D0D84E335CDEEBCF2D4F907DE4F2BACCB10739","ADE2DF5684E15D99A43E0077B1D0D84E335CDEEBCF2D4F907DE4F2BACCB10739"
"forensic_suite_v2\plugins\btc\__pycache__\plugin.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\btc\__pycache__\plugin.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\btc\__pycache__\plugin.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","685","685","702AA426C2E9496C07D3C85496FDB291E6A835C661DEE0FF0484F215D32F81ED","702AA426C2E9496C07D3C85496FDB291E6A835C661DEE0FF0484F215D32F81ED"
"forensic_suite_v2\plugins\btc\plugin.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\btc\plugin.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\btc\plugin.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","167","167","7515FE94A33AD53DFCFDF4E09C4783698406A8B9AC5CF40C1581F4A30261E38F","7515FE94A33AD53DFCFDF4E09C4783698406A8B9AC5CF40C1581F4A30261E38F"
"forensic_suite_v2\plugins\custom\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\custom\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\custom\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","32","32","8B6901FA56D2935992D74897F9A1A80A99E3883F2A46044ED05F26075174A584","8B6901FA56D2935992D74897F9A1A80A99E3883F2A46044ED05F26075174A584"
"forensic_suite_v2\plugins\custom\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\custom\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\custom\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","264","264","E29A5862929705842C5981ECD7C3142743E209302E70F399FEFDE0365A69742E","E29A5862929705842C5981ECD7C3142743E209302E70F399FEFDE0365A69742E"
"forensic_suite_v2\plugins\custom\__pycache__\plugin.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\custom\__pycache__\plugin.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\custom\__pycache__\plugin.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","699","699","12903A9517EC6A202D4E5F9A92F36C1EC82902D5C8EC99F5CAF7A786A895F649","12903A9517EC6A202D4E5F9A92F36C1EC82902D5C8EC99F5CAF7A786A895F649"
"forensic_suite_v2\plugins\custom\plugin.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\custom\plugin.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\custom\plugin.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","242","242","484AFCC1BB215FC44CE25A62C90922F8FC9333F777F89C8685D582F968B904A5","484AFCC1BB215FC44CE25A62C90922F8FC9333F777F89C8685D582F968B904A5"
"forensic_suite_v2\plugins\eth\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\eth\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\eth\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","29","29","B42AC7D2B097A9AAAB621ACEF5DF606E3C32F70AEE085BF99D8B45D85C34A7FE","B42AC7D2B097A9AAAB621ACEF5DF606E3C32F70AEE085BF99D8B45D85C34A7FE"
"forensic_suite_v2\plugins\eth\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\eth\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\eth\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","258","258","1CAD1C9C9D811B2AC5DFC1525F3C71E8E9C62E074D9D64DEDDB9D59CE0B92F04","1CAD1C9C9D811B2AC5DFC1525F3C71E8E9C62E074D9D64DEDDB9D59CE0B92F04"
"forensic_suite_v2\plugins\eth\__pycache__\plugin.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\eth\__pycache__\plugin.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\eth\__pycache__\plugin.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","686","686","03B1E7DF2E08D8756570B33F193F83042E2CE1C74CC64593BDC96E1DBE9B5E56","03B1E7DF2E08D8756570B33F193F83042E2CE1C74CC64593BDC96E1DBE9B5E56"
"forensic_suite_v2\plugins\eth\plugin.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\eth\plugin.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\eth\plugin.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","168","168","BE109C90EAC023F88593B886881DB3B1F0B95FA6A6571E65F571626BA76BEFC6","BE109C90EAC023F88593B886881DB3B1F0B95FA6A6571E65F571626BA76BEFC6"
"forensic_suite_v2\plugins\tron\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\tron\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\tron\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","30","30","0CD842F07F461C057F174168CE1F88928B514CE932B537291BE2D9E0E9B59F19","0CD842F07F461C057F174168CE1F88928B514CE932B537291BE2D9E0E9B59F19"
"forensic_suite_v2\plugins\tron\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\tron\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\tron\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","260","260","CF4A9A53F917659FEFD9F633322D60B58FAAE55477C9A5642EB7FCF40D04660D","CF4A9A53F917659FEFD9F633322D60B58FAAE55477C9A5642EB7FCF40D04660D"
"forensic_suite_v2\plugins\tron\__pycache__\plugin.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\tron\__pycache__\plugin.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\tron\__pycache__\plugin.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","687","687","2DD1DC6EE70CA2FC3A23EC69EA574FA058ADF7810F379ACB9D3C44C27BA2432F","2DD1DC6EE70CA2FC3A23EC69EA574FA058ADF7810F379ACB9D3C44C27BA2432F"
"forensic_suite_v2\plugins\tron\plugin.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\plugins\tron\plugin.py","C:\development\forensic_suite_v2\forensic_suite_v2\plugins\tron\plugin.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","167","167","916B8C36342A18243F481F6889025C87A2B015E796C4E21A510D38A09BD78094","916B8C36342A18243F481F6889025C87A2B015E796C4E21A510D38A09BD78094"
"forensic_suite_v2\scripts\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\scripts\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","200","200","02BCEB3644005A77A4619E727EC58B13722B99E50755D55397C174C7AED445E1","02BCEB3644005A77A4619E727EC58B13722B99E50755D55397C174C7AED445E1"
"forensic_suite_v2\scripts\__pycache__\db_migrate.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\__pycache__\db_migrate.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\__pycache__\db_migrate.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","3409","3409","96D62DEE63CFE1871CFF59079262D709CBFA4AA2DFA59BCCAB11930B12226897","96D62DEE63CFE1871CFF59079262D709CBFA4AA2DFA59BCCAB11930B12226897"
"forensic_suite_v2\scripts\__pycache__\healthcheck_core.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\__pycache__\healthcheck_core.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\__pycache__\healthcheck_core.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","2176","2176","AE70B018EC7D6820B847AE7CA201EFC8397DAF435A3BB36ED3F2993A179E777E","AE70B018EC7D6820B847AE7CA201EFC8397DAF435A3BB36ED3F2993A179E777E"
"forensic_suite_v2\scripts\__pycache__\healthcheck.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\__pycache__\healthcheck.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\__pycache__\healthcheck.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","388","388","27FCF15617F0AF357ED6FC2E5DF181420A314ED7D3BA793CC85AEADF529E44EF","27FCF15617F0AF357ED6FC2E5DF181420A314ED7D3BA793CC85AEADF529E44EF"
"forensic_suite_v2\scripts\__pycache__\operator_console.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\__pycache__\operator_console.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\__pycache__\operator_console.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","4947","4947","44F7054FE30EF48522310B6601346C7DEAD9993B41CA7704248F975EDB4FBCFC","44F7054FE30EF48522310B6601346C7DEAD9993B41CA7704248F975EDB4FBCFC"
"forensic_suite_v2\scripts\__pycache__\start_all_indexers.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\__pycache__\start_all_indexers.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\__pycache__\start_all_indexers.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","1994","1994","7264E6C465DBC45686E11E2A86EABCC5D8F90633746386BE4387EA50F016B208","7264E6C465DBC45686E11E2A86EABCC5D8F90633746386BE4387EA50F016B208"
"forensic_suite_v2\scripts\db_migrate.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\db_migrate.py","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\db_migrate.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","1501","1501","DAAC665ABC1D0EE0CEE1AFBCEBB4A680AAB2F8CA960768A90C9D4DD9837C9ACC","DAAC665ABC1D0EE0CEE1AFBCEBB4A680AAB2F8CA960768A90C9D4DD9837C9ACC"
"forensic_suite_v2\scripts\healthcheck_core.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\healthcheck_core.py","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\healthcheck_core.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","878","878","5DC0736E42347006FD4A6AB372D77DDF072726A438242959BAEE80C5FFFE2F8C","5DC0736E42347006FD4A6AB372D77DDF072726A438242959BAEE80C5FFFE2F8C"
"forensic_suite_v2\scripts\healthcheck.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\healthcheck.py","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\healthcheck.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","121","121","8EA03FEE615AEA62CB82054B9EE633364148AB4D6422D6D0D521418832471012","8EA03FEE615AEA62CB82054B9EE633364148AB4D6422D6D0D521418832471012"
"forensic_suite_v2\scripts\install_services.ps1","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\install_services.ps1","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\install_services.ps1","26/02/2026 10:04:24 AM","26/02/2026 10:04:24 AM","2343","2343","D2A4E22B28026C754D74E65B6688D7F1EBB47F52D3530FA750901DF60B2C262E","D2A4E22B28026C754D74E65B6688D7F1EBB47F52D3530FA750901DF60B2C262E"
"forensic_suite_v2\scripts\operator_console.ps1","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\operator_console.ps1","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\operator_console.ps1","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","1390","1390","149C9E11818A10EAA7A4E03293FE6C2240E003F947F640F9F1C7386468931BDB","149C9E11818A10EAA7A4E03293FE6C2240E003F947F640F9F1C7386468931BDB"
"forensic_suite_v2\scripts\operator_console.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\operator_console.py","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\operator_console.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","2093","2093","EB08859104268225F8788AF0DA668F9E1631E62ECA29F43DA88AA558039C8965","EB08859104268225F8788AF0DA668F9E1631E62ECA29F43DA88AA558039C8965"
"forensic_suite_v2\scripts\start_all_indexers.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\start_all_indexers.py","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\start_all_indexers.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","787","787","3EBE84B74A18C1BCB647A26CF5212BC77904A57F6412476715144A8079CC7A67","3EBE84B74A18C1BCB647A26CF5212BC77904A57F6412476715144A8079CC7A67"
"forensic_suite_v2\scripts\windows_orchestrator_service.ps1","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\scripts\windows_orchestrator_service.ps1","C:\development\forensic_suite_v2\forensic_suite_v2\scripts\windows_orchestrator_service.ps1","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","1166","1166","121B0845C9483635FD9EC479BE69812345815F38248680C09227AFCEB980E12E","121B0845C9483635FD9EC479BE69812345815F38248680C09227AFCEB980E12E"
"forensic_suite_v2\setup.cfg","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\setup.cfg","C:\development\forensic_suite_v2\forensic_suite_v2\setup.cfg","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","400","400","5EEF2F2FDA168B8C5762999EAE68A3E56E21A41F3665B8F0FE3FDF5D0910A0E1","5EEF2F2FDA168B8C5762999EAE68A3E56E21A41F3665B8F0FE3FDF5D0910A0E1"
"forensic_suite_v2\tools\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tools\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tools\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tools\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","198","198","2675E056C2D240665D1550075AD29E720EFD9CEAD7FA584E2F84486AFB03A897","2675E056C2D240665D1550075AD29E720EFD9CEAD7FA584E2F84486AFB03A897"
"forensic_suite_v2\tools\__pycache__\env_loader.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\__pycache__\env_loader.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tools\__pycache__\env_loader.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","455","455","6EF6F0CAD42011CEA7082041D6177D0F3E6B0C9D5E4BBD692E09C8439A8B6500","6EF6F0CAD42011CEA7082041D6177D0F3E6B0C9D5E4BBD692E09C8439A8B6500"
"forensic_suite_v2\tools\__pycache__\secret_loader.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\__pycache__\secret_loader.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tools\__pycache__\secret_loader.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","898","898","707FE1CF9616050465B754D0CADE091B45254586238BDDD9452432EDE13A73FA","707FE1CF9616050465B754D0CADE091B45254586238BDDD9452432EDE13A73FA"
"forensic_suite_v2\tools\__pycache__\validate_env.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\__pycache__\validate_env.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tools\__pycache__\validate_env.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","1888","1888","5CDCA42144A40FE373BE9D20C820C49BF3B4BE8664007F1B37A675154DE2EB5E","5CDCA42144A40FE373BE9D20C820C49BF3B4BE8664007F1B37A675154DE2EB5E"
"forensic_suite_v2\tools\__pycache__\validators.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\__pycache__\validators.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tools\__pycache__\validators.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","962","962","DC4702BEADEB3E520BEB28A2C6978AD564599F8E279A145F1BE33F8EF0FC6166","DC4702BEADEB3E520BEB28A2C6978AD564599F8E279A145F1BE33F8EF0FC6166"
"forensic_suite_v2\tools\env_loader.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\env_loader.py","C:\development\forensic_suite_v2\forensic_suite_v2\tools\env_loader.py","23/02/2026 6:02:14 PM","23/02/2026 6:02:14 PM","112","112","9E3E08A70035B84C9D90C4D7E04099E069C89AE0D1A13A8E7781B663F6BDC016","9E3E08A70035B84C9D90C4D7E04099E069C89AE0D1A13A8E7781B663F6BDC016"
